price,product_name,rating,no_of_rating_givers,no_of_review_givers,image_link,product_page_link
70990,"MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/144 Hz) GF63 Thin 11SC-852IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,https://www.flipkart.com/msi-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-144-hz-gf63-thin-11sc-852in-gaming-laptop/p/itm13297b2080945?pid=COMGEY8WZYTQCXMG&lid=LSTCOMGEY8WZYTQCXMGMTVWYN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_219&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGEY8WZYTQCXMG.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
32990,"HP Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 Kg, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/q/j/c/-original-imagh3wecapg5gqn.jpeg?q=70,https://www.flipkart.com/hp-athlon-dual-core-3050u-8-gb-512-gb-ssd-windows-11-home-15s-eq1559au-thin-light-laptop/p/itm805c7d908648d?pid=COMGG63HRV3GFN4G&lid=LSTCOMGG63HRV3GFN4GPLQ1JG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_220&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGG63HRV3GFN4G.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
34990,"ASUS Core i3 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ372TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)",4.3,2708,305,https://rukminim1.flixcart.com/image/416/416/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,https://www.flipkart.com/asus-core-i3-10th-gen-4-gb-32-optane-512-ssd-windows-10-home-x515ja-ej372ts-thin-light-laptop/p/itm762afcba86844?pid=COMG4NWB3XBJKPZ8&lid=LSTCOMG4NWB3XBJKPZ8D9VIVE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_221&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMG4NWB3XBJKPZ8.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
43990,"ASUS Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EB502WS Laptop  (14 inch, Transparent Silver, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/kz1lle80/computer/o/o/b/vivobook-laptop-asus-original-imagb54ghvhztcmj.jpeg?q=70,https://www.flipkart.com/asus-core-i5-11th-gen-8-gb-256-gb-ssd-windows-11-home-x415ea-eb502ws-laptop/p/itm2dc5bd5c86d19?pid=COMGEHQFTBSFYJXE&lid=LSTCOMGEHQFTBSFYJXEBAA5NC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_222&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGEHQFTBSFYJXE.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
43990,"ASUS Vivobook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ552WSX512JA Notebook  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/w/z/q/x515ja-ej552ws-notebook-asus-original-imaghemh8ayxsmhj.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej552wsx512ja-notebook/p/itmad6efad53fb69?pid=COMGHEMH3FHNNMFA&lid=LSTCOMGHEMH3FHNNMFADABSIE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_223&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGHEMH3FHNNMFA.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
29990,"Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 inch, Cosmic Blue, 1.24 kg)",4.2,1071,183,https://rukminim1.flixcart.com/image/416/416/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70,https://www.flipkart.com/infinix-x1-slim-series-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itme797ac68fb8d4?pid=COMGEHP5YYHCEMSD&lid=LSTCOMGEHP5YYHCEMSDULJYG7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_224&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGEHP5YYHCEMSD.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
57990,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN258WS Gaming Laptop  (15.6 Inch, Black Plastic, 2.30 Kg, With MS Office)",4.3,321,35,https://rukminim1.flixcart.com/image/416/416/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn258ws-laptop/p/itm57d649902588e?pid=COMGB732MK9RHD5P&lid=LSTCOMGB732MK9RHD5PTLPL3I&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_225&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGB732MK9RHD5P.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
57990,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LHB-HN355W Gaming Laptop  (15.6 inch, Black Plastic, 2.30 Kg)",4.5,4642,519,https://rukminim1.flixcart.com/image/416/416/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lhb-hn355w-laptop/p/itmedcb081ea5c22?pid=COMGEMH5FTFWZZFZ&lid=LSTCOMGEMH5FTFWZZFZLDDTPQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_226&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGEMH5FTFWZZFZ.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
56990,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB521WS Thin and Light Laptop  (14 inch, Hearty Gold, 1.40 kg, With MS Office)",4.3,9,0,https://rukminim1.flixcart.com/image/416/416/l3t2fm80/computer/n/w/v/-original-imageuecpzydw2gg.jpeg?q=70,https://www.flipkart.com/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-k413ea-eb521ws-thin-light-laptop/p/itm06e3f923db711?pid=COMGCXD72B65JJE3&lid=LSTCOMGCXD72B65JJE32CKA92&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_227&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGCXD72B65JJE3.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
110990,"ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FX517ZC-HN108WS Gaming Laptop  (15.6 inch, Off Black, 2 Kg, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70,https://www.flipkart.com/asus-tuf-dash-f15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn108ws-gaming-laptop/p/itm702570f8af94a?pid=COMGFWCYUH7DC4HB&lid=LSTCOMGFWCYUH7DC4HBE7BXRF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_228&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGFWCYUH7DC4HB.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
32990,"Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 inch, Aurora Green, 1.24 kg)",4.2,479,91,https://rukminim1.flixcart.com/image/416/416/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,https://www.flipkart.com/infinix-x1-slim-series-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itm8a00f84208217?pid=COMGEHP5FY6FZEWE&lid=LSTCOMGEHP5FY6FZEWEJJISPY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_229&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGEHP5FY6FZEWE.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
55200,"HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14-ec0035AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)",4.4,495,69,https://rukminim1.flixcart.com/image/416/416/ksru0sw0/computer/m/4/g/na-thin-and-light-laptop-hp-original-imag69rnjkctnzhy.jpeg?q=70,https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-14-ec0035au-thin-light-laptop/p/itmf7055ef4f789e?pid=COMG67BXZCXUTPG2&lid=LSTCOMG67BXZCXUTPG2USMKZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_230&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMG67BXZCXUTPG2.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
46990,"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Laptop  (14 Inch, Indie Black, 1.50 kg, With MS Office)",4.5,4,0,https://rukminim1.flixcart.com/image/416/416/l3t2fm80/computer/p/q/q/-original-imageuecysr3cuca.jpeg?q=70,https://www.flipkart.com/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-tp470ea-ec302ws-2-1-laptop/p/itm19c033876d347?pid=COMGARNUF2FCYCKZ&lid=LSTCOMGARNUF2FCYCKZUMITT4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_231&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGARNUF2FCYCKZ.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
245990,"APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A  (16.2 inch, Silver, 2.1 kg)",4.8,86,14,https://rukminim1.flixcart.com/image/416/416/kuyf8nk0/computer/g/z/q/mk1e3hn-a-laptop-apple-original-imag7yzmv57cvg3f.jpeg?q=70,https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mk1f3hn-a/p/itm4ebc9965a16d9?pid=COMG7X7H2BDZFGET&lid=LSTCOMG7X7H2BDZFGET3SZV10&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_232&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMG7X7H2BDZFGET.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
39990,"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/ksyz8280/computer/f/9/9/x515ea-ej302ts-thin-and-light-laptop-asus-original-imag6fc9kxzc6rrh.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej322ws-thin-light-laptop/p/itmc6461360364e0?pid=COMGA5TUCZAV4HGH&lid=LSTCOMGA5TUCZAV4HGHWM8PS0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_233&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGA5TUCZAV4HGH.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
64990,"ASUS VivoBook K15 OLED Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L513WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With MS Office)",4.5,240,33,https://rukminim1.flixcart.com/image/416/416/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70,https://www.flipkart.com/asus-vivobook-k15-oled-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l513ws-thin-light-laptop/p/itm17fc91defb5f1?pid=COMGB6DZ2CWGEPPU&lid=LSTCOMGB6DZ2CWGEPPUWBHR1I&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_234&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGB6DZ2CWGEPPU.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
59990,"MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/144 Hz) GF63 Thin 11SC-853IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",4.7,24,2,https://rukminim1.flixcart.com/image/416/416/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,https://www.flipkart.com/msi-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-144-hz-gf63-thin-11sc-853in-gaming-laptop/p/itm0d8eb0874d9fe?pid=COMGEY8WNGQNKE5G&lid=LSTCOMGEY8WNGQNKE5GODBFR4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_235&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGEY8WNGQNKE5G.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
74990,"HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Laptop  (13.3 Inch, Pale Rose Gold, 0.97 Kg, With MS Office)",4.3,7,0,https://rukminim1.flixcart.com/image/416/416/krjjde80/computer/w/j/x/na-thin-and-light-laptop-hp-original-imag5bg7ngmzfkqu.jpeg?q=70,https://www.flipkart.com/hp-pavilion-ryzen-7-octa-core-5800u-16-gb-1-tb-ssd-windows-11-home-13-be0208au-thin-light-laptop/p/itmf23bd08a9fa3c?pid=COMG8CY8EZG2SHRW&lid=LSTCOMG8CY8EZG2SHRWCUV70X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_236&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMG8CY8EZG2SHRW.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
89990,"MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) GF65 Thin 10UE-410IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)",4.4,862,102,https://rukminim1.flixcart.com/image/416/416/ktszgy80/computer/a/4/a/gf65-thin-10ue-410in-gaming-laptop-msi-original-imag72h6wn7ktgzy.jpeg?q=70,https://www.flipkart.com/msi-gf65-thin-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-10ue-410in-gaming-laptop/p/itm4883b261a85ea?pid=COMG5AWTPR8FHHVA&lid=LSTCOMG5AWTPR8FHHVAMZKZO3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_237&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMG5AWTPR8FHHVA.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
70990,"HP Pavilion Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-DK2012TX Gaming Laptop  (15.6 inch, Shadow Black & Ultra Violet, 2.23 kg, With MS Office)",4.1,14,2,https://rukminim1.flixcart.com/image/416/416/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,https://www.flipkart.com/hp-pavilion-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-15-dk2012tx-laptop/p/itmd5dd5a02e9197?pid=COMG68M5ZQQZDWYX&lid=LSTCOMG68M5ZQQZDWYXIT5IPS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_238&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMG68M5ZQQZDWYX.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
112900,"APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J001KD  (13.3 inch, Space Grey, 1.29 Kg)",4.6,235,28,https://rukminim1.flixcart.com/image/416/416/kyt0ya80/computer/b/v/q/na-thin-and-light-laptop-apple-original-imagaygvkp7pjexm.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m1-16-gb-256-gb-ssd-mac-os-big-sur-z124j001kd/p/itm99fb41e01ea8a?pid=COMG9UD4KTCKZ8GU&lid=LSTCOMG9UD4KTCKZ8GUNYJRSI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_239&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMG9UD4KTCKZ8GU.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
43330,"DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop  (14 Inch, Carbon Black, 1.48 Kg, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70,https://www.flipkart.com/dell-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-vostro-3425-thin-light-laptop/p/itmd0337f7f60741?pid=COMGF478YE3YYPC6&lid=LSTCOMGF478YE3YYPC6HKHQLK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_240&otracker=search&otracker1=search&fm=organic&iid=c7e97233-4a48-40ce-b874-973bc9a82da5.COMGF478YE3YYPC6.SEARCH&ppt=None&ppn=None&ssid=1tk2pxub0g0000001662725333011&qH=312f91285e048e09
29990,"ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100FKA-BP1104W Laptop  (11.6 Inch, Star Grey, 1.40 Kg)",4.2,32,4,https://rukminim1.flixcart.com/image/416/416/l23mhzk0/computer/6/k/5/br1100fka-bp1104w-laptop-asus-original-imagdgsgbzgax6eu.jpeg?q=70,https://www.flipkart.com/asus-2022-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-br1100fka-bp1104w-laptop/p/itme6d3adf855c5f?pid=COMGCV52JNQGDZJY&lid=LSTCOMGCV52JNQGDZJYOK2ZAN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_241&otracker=search&otracker1=search&fm=organic&iid=263131d7-eefb-4537-88d2-55a1f7b7bb71.COMGCV52JNQGDZJY.SEARCH&ppt=None&ppn=None&ssid=wch9dm9g000000001662725395885&qH=312f91285e048e09
245990,"APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A  (16.2 inch, Silver, 2.1 kg)",4.8,86,14,https://rukminim1.flixcart.com/image/416/416/kuyf8nk0/computer/g/z/q/mk1e3hn-a-laptop-apple-original-imag7yzmv57cvg3f.jpeg?q=70,https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mk1f3hn-a/p/itm4ebc9965a16d9?pid=COMG7X7H2BDZFGET&lid=LSTCOMG7X7H2BDZFGET3SZV10&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_242&otracker=search&otracker1=search&fm=organic&iid=263131d7-eefb-4537-88d2-55a1f7b7bb71.COMG7X7H2BDZFGET.SEARCH&ppt=None&ppn=None&ssid=wch9dm9g000000001662725395885&qH=312f91285e048e09
41290,"DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3401 Thin and Light Laptop  (14 Inch, Dune, 1.58 KG, With MS Office)",4.0,42,7,https://rukminim1.flixcart.com/image/416/416/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70,https://www.flipkart.com/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-3401-thin-light-laptop/p/itm565fbd5252d5c?pid=COMG36KGCDP4HHVT&lid=LSTCOMG36KGCDP4HHVT2GS3LJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_243&otracker=search&otracker1=search&fm=organic&iid=263131d7-eefb-4537-88d2-55a1f7b7bb71.COMG36KGCDP4HHVT.SEARCH&ppt=None&ppn=None&ssid=wch9dm9g000000001662725395885&qH=312f91285e048e09
43990,"ASUS Vivobook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ552WSX512JA Notebook  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/w/z/q/x515ja-ej552ws-notebook-asus-original-imaghemh8ayxsmhj.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej552wsx512ja-notebook/p/itmad6efad53fb69?pid=COMGHEMH3FHNNMFA&lid=LSTCOMGHEMH3FHNNMFADABSIE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_244&otracker=search&otracker1=search&fm=organic&iid=263131d7-eefb-4537-88d2-55a1f7b7bb71.COMGHEMH3FHNNMFA.SEARCH&ppt=None&ppn=None&ssid=wch9dm9g000000001662725395885&qH=312f91285e048e09
54390,"DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop  (14 inch, Accent Black, 1.58 Kg, With MS Office)",3.8,416,33,https://rukminim1.flixcart.com/image/416/416/ku5ufm80/computer/w/a/9/na-thin-and-light-laptop-dell-original-imag7cstqdg5hgzg.jpeg?q=70,https://www.flipkart.com/dell-vostro-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3400-thin-light-laptop/p/itmf61c5116d51c7?pid=COMG666GDF86HEWY&lid=LSTCOMG666GDF86HEWYMNXQAJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_245&otracker=search&otracker1=search&fm=organic&iid=263131d7-eefb-4537-88d2-55a1f7b7bb71.COMG666GDF86HEWY.SEARCH&ppt=None&ppn=None&ssid=wch9dm9g000000001662725395885&qH=312f91285e048e09
99990,"ASUS Zenbook S 13 Ryzen 5 Hexa Core 6600U - (16 GB/512 GB SSD/Windows 11 Home) UM5302TA-LX502WS Thin and Light Laptop  (13.3 Inch, Aqua Celadon, 1.10 Kg, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/l4ei1e80/computer/w/r/h/-original-imagfb7mgxnbxvhx.jpeg?q=70,https://www.flipkart.com/asus-zenbook-s-13-ryzen-5-hexa-core-6600u-16-gb-512-gb-ssd-windows-11-home-um5302ta-lx502ws-thin-light-laptop/p/itm6fb9f5c34094d?pid=COMGF3322GCZTZZR&lid=LSTCOMGF3322GCZTZZRAAQH31&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_246&otracker=search&otracker1=search&fm=organic&iid=263131d7-eefb-4537-88d2-55a1f7b7bb71.COMGF3322GCZTZZR.SEARCH&ppt=None&ppn=None&ssid=wch9dm9g000000001662725395885&qH=312f91285e048e09
31990,"DELL Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3515 Thin and Light Laptop  (15.6 Inch, Carbon, 1.8 Kg, With MS Office)",0.0,0,0,https://rukminim1.flixcart.com/image/416/416/l45xea80/computer/2/o/p/vostro-3515-thin-and-light-laptop-dell-original-imagf4mtrpqmswmm.jpeg?q=70,https://www.flipkart.com/dell-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-vostro-3515-thin-light-laptop/p/itm891119832281f?pid=COMGF478ZNMCPXPM&lid=LSTCOMGF478ZNMCPXPMBRFSQS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_247&otracker=search&otracker1=search&fm=organic&iid=263131d7-eefb-4537-88d2-55a1f7b7bb71.COMGF478ZNMCPXPM.SEARCH&ppt=None&ppn=None&ssid=wch9dm9g000000001662725395885&qH=312f91285e048e09
